url,previous_issues,latest_issues,score_delta,word_delta,internal_link_delta
https://www.morfrac.com/es/blog/tag/custom-9,,,0,61,2
https://www.morfrac.com/es/blog/tag/manufacturing-8,,,0,61,2
https://www.morfrac.com/es/blog/historias-4,,,0,60,3
https://www.morfrac.com/es/blog/stories-4,,,0,60,3
https://www.morfrac.com/es/blog/page/2,,,0,55,0
https://www.morfrac.com/blog/stories-4,,,0,38,3
