url,previous_issues,latest_issues,score_delta,word_delta,internal_link_delta
https://www.morfrac.com/es/shop/category/mainsail-systems-39,,,0,46,3
https://www.morfrac.com/es/shop/page/11,,,0,46,3
https://www.morfrac.com/shop/category/mainsail-systems-39,,,0,40,3
https://www.morfrac.com/shop/page/11,,,0,40,3
https://www.morfrac.com/es/website/social/linkedin,,,0,-799,0
https://www.morfrac.com/website/social/linkedin,,,0,-799,0
