query,page,clicks,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,issue_count,title_length,meta_description_length,issues,opportunity_score,opportunity_level,fix_types,priority_reason,recommended_action,suggested_title_direction,suggested_meta_direction
mloop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,175.0,0.0,3.0,3.0,7.46,commercial,product,2.0,44.0,158.0,Multiple H1; Images missing alt text,134.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement,high existing visibility; CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,Fix template so the page has one primary H1 only. Add descriptive alt text to product/category images at template level. Add internal links from related landing/category pages to this product page.,Mloop for Sailing Hardware | MORFRAC,"Discover MORFRAC mloop solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
mloop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,123.0,0.0,4.0,4.0,5.84,commercial,product,2.0,44.0,158.0,Multiple H1; Images missing alt text,134.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement,high existing visibility; CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,Fix template so the page has one primary H1 only. Add descriptive alt text to product/category images at template level. Add internal links from related landing/category pages to this product page.,Mloop for Sailing Hardware | MORFRAC,"Discover MORFRAC mloop solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone,https://www.morfrac.com/dogbone,0.0,111.0,0.0,2.5,2.5,8.35,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,131.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,high existing visibility; CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dogbone for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone,https://www.morfrac.com/es/dogbone,0.0,54.0,0.0,2.5,2.5,8.3,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dogbone for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone shackle,https://www.morfrac.com/dogbone,0.0,7.0,0.0,4.0,4.0,5.57,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dogbone Shackle for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone sailing,https://www.morfrac.com/dogbone,0.0,8.0,0.0,3.0,3.0,8.0,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dogbone Sailing for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone sailing solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone steel,https://www.morfrac.com/dogbone,0.0,9.0,0.0,3.5,3.5,6.22,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dog Bone Steel for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone steel solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bones,https://www.morfrac.com/es/dogbone,0.0,11.0,0.0,5.0,5.0,4.82,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dog Bones for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bones solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone shackle,https://www.morfrac.com/dogbone,0.0,9.0,0.0,4.0,4.0,6.0,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dog Bone Shackle for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone sailing,https://www.morfrac.com/dogbone,0.0,5.0,0.0,3.5,3.5,6.8,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,111.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dog Bone Sailing for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone sailing solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbones,https://www.morfrac.com/dogbone,1.0,109.0,0.92,0.6,-0.32,20.98,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,101.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; title_rewrite,high existing visibility; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dogbones for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbones solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
cancamo pasante,https://www.morfrac.com/es/padeye,0.0,8.0,0.0,2.5,2.5,8.75,commercial,landing,3.0,18.0,133.0,Short title; Multiple H1; Images missing alt text,101.0,VERY HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Cancamo Pasante for High-Performance Sailing | MORFRAC,"Discover MORFRAC cancamo pasante solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,22.0,0.0,4.0,4.0,5.18,commercial,blog,0.0,0.0,0.0,,100.0,VERY HIGH,commercial_landing_page_needed; meta_rewrite; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent,Consider creating or linking to a commercial landing page if the query has buying intent.,Farr X2 For Sale - Technical Guide | MORFRAC,"Discover MORFRAC farr x2 for sale solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone connection,https://www.morfrac.com/dogbone,0.0,6.0,0.0,1.0,1.0,10.83,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,91.0,HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; title_rewrite,commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dog Bone Connection for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone connection solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,1.0,47.0,2.13,3.5,1.37,6.89,commercial,blog,0.0,0.0,0.0,,90.0,HIGH,commercial_landing_page_needed; meta_rewrite; title_rewrite,already ranking on page 1; commercial/product intent,Consider creating or linking to a commercial landing page if the query has buying intent.,Farr X2 - Technical Guide | MORFRAC,"Discover MORFRAC farr x2 solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone rigging,https://www.morfrac.com/dogbone,0.0,7.0,0.0,10.0,10.0,2.57,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,86.0,HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dog Bone Rigging for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone rigging solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
d shackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,11.0,0.0,1.0,1.0,10.91,commercial,product,2.0,45.0,170.0,Multiple H1; Images missing alt text,84.0,HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review,commercial/product intent; crawl issues detected,Fix template so the page has one primary H1 only. Add descriptive alt text to product/category images at template level. Add internal links from related landing/category pages to this product page.,D Shackle for Sailing Hardware | MORFRAC,"Discover MORFRAC d shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,17.0,0.0,1.0,1.0,10.53,commercial,product,2.0,44.0,158.0,Multiple H1; Images missing alt text,84.0,HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review,commercial/product intent; crawl issues detected,Fix template so the page has one primary H1 only. Add descriptive alt text to product/category images at template level. Add internal links from related landing/category pages to this product page.,M Loop for Sailing Hardware | MORFRAC,"Discover MORFRAC m loop solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbones,https://www.morfrac.com/es/dogbone,0.0,34.0,0.0,0.8,0.8,17.59,commercial,landing,3.0,19.0,134.0,Short title; Multiple H1; Images missing alt text,81.0,HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; title_rewrite,commercial/product intent; crawl issues detected,"Fix template so the page has one primary H1 only. Rewrite title to include product/category term, sailing use case, and MORFRAC brand. Add descriptive alt text to product/category images at template level. Strengthen landing page copy around the query cluster and link to relevant products.",Dogbones for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbones solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
mor 004,https://www.morfrac.com/shop/morfblock-light-4-p-12338,0.0,6.0,0.0,1.0,1.0,13.5,product_code,product,3.0,73.0,109.0,Long title; Multiple H1; Images missing alt text,76.0,HIGH,h1_template_fix; image_alt_template_fix; internal_linking_review; title_rewrite,commercial/product intent; crawl issues detected,Fix template so the page has one primary H1 only. Shorten title while keeping main product term and commercial intent. Add descriptive alt text to product/category images at template level. Add internal links from related landing/category pages to this product page.,Mor 004 for Sailing Hardware | MORFRAC,"Explore MORFRAC mor 004 sailing hardware with technical specifications, product details, and high-performance marine applications."
