source_entity_type,source_entity_name,target_entity_type,target_entity_name,relationship_type,relationship_count,total_relationship_weight
application,low_friction_rigging,engineering_concept,swl,general_internal_link,42,42
application,sail_handling,engineering_concept,high_load,product_related_to_product,42,42
engineering_concept,customizable,material,aluminium,general_internal_link,42,42
engineering_concept,high_load,application,low_friction_rigging,product_related_to_product,42,42
engineering_concept,high_load,application,sail_handling,product_related_to_product,42,42
engineering_concept,marine_hardware,product_family,morfblock,general_internal_link,42,42
material,dyneema,application,low_friction_rigging,general_internal_link,42,42
product_family,mloop,application,sheet_handling,general_internal_link,42,42
engineering_concept,marine_hardware,application,custom_engineering,product_links_to_parent,21,42
engineering_concept,marine_hardware,engineering_concept,customizable,product_links_to_parent,21,42
