source_url,target_url,source_role,target_role,relationship_type,relationship_weight,relationship_source
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/about,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/blog,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/contactus,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/custom,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/document/share/12/d301f2c6-5349-4ff4-b4b7-25a78f83e1e7,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/document/share/13/2b506fa7-1216-484f-900f-d0fe8d85ffdd,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/dogbone,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/es/shop/morfblock-light-04-performance-sailing-block-12338,product,product,product_related_to_product,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/morfblock,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/morfring,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/morfwing,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/padeye,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/partner,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/powerfurl,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shackle,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/category/dogbone-25,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/category/morfblock-17,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/category/morfring-26,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/category/padeye-27,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/category/powerfurl-1,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/category/shackle-24,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/shop/morfblock-light-04-performance-sailing-block-12338,product,product,product_related_to_product,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/solutions,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/use,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/website/social/instagram,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-p-12338,https://www.morfrac.com/website/social/linkedin,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/about,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/blog,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/contactus,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/custom,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/dogbone,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/es/shop/morfblock-light-4-hl-12823,product,product,product_related_to_product,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/morfblock,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/morfring,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/morfwing,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/padeye,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/partner,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/powerfurl,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shackle,product,landing,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop/category/dogbone-25,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop/category/morfblock-17,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop/category/morfring-26,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop/category/padeye-27,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop/category/powerfurl-1,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/shop/category/shackle-24,product,category,product_links_to_parent,2,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/solutions,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/use,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/website/social/instagram,product,general,general_internal_link,1,crawl_internal_link
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,https://www.morfrac.com/website/social/linkedin,product,general,general_internal_link,1,crawl_internal_link
