priority,url,page_type,business_priority,indexable,status_code,canonical,robots,indexation_risks
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-0-5-sailing-block-12322,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-0-5-sailing-block-12322,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-01-high-load-sailing-block-12324,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-01-high-load-sailing-block-12324,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-01-performance-sailing-block-12326,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-01-performance-sailing-block-12326,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-02-high-load-sailing-block-12328,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-02-high-load-sailing-block-12328,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-02-performance-sailing-block-12330,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-02-performance-sailing-block-12330,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-03-high-load-sailing-block-12332,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-03-high-load-sailing-block-12332,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-03-performance-sailing-block-12334,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-03-performance-sailing-block-12334,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-04-high-load-sailing-block-12336,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-04-high-load-sailing-block-12336,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-04-performance-sailing-block-12338,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-04-performance-sailing-block-12338,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-05-high-load-sailing-block-12340,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-05-high-load-sailing-block-12340,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-05-performance-sailing-block-12342,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-05-performance-sailing-block-12342,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-06-high-load-sailing-block-12344,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-06-high-load-sailing-block-12344,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-light-06-performance-sailing-block-12346,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-06-performance-sailing-block-12346,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-xl-01-high-load-sailing-block-12364,product,high,True,200,https://www.morfrac.com/shop/morfblock-xl-01-high-load-sailing-block-12364,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-xl-01-performance-sailing-block-12366,product,high,True,200,https://www.morfrac.com/shop/morfblock-xl-01-performance-sailing-block-12366,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfblock-17/morfblock-xl-02-high-load-sailing-block-12372,product,high,True,200,https://www.morfrac.com/shop/morfblock-xl-02-high-load-sailing-block-12372,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-15-10pack-friction-ring-12898,product,high,True,200,https://www.morfrac.com/shop/morfring-15-10pack-friction-ring-12898,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-15-ptfe-friction-ring-12476,product,high,True,200,https://www.morfrac.com/shop/morfring-15-ptfe-friction-ring-12476,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-20-ptfe-friction-ring-12477,product,high,True,200,https://www.morfrac.com/shop/morfring-20-ptfe-friction-ring-12477,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-30-ptfe-friction-ring-12478,product,high,True,200,https://www.morfrac.com/shop/morfring-30-ptfe-friction-ring-12478,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-40-ptfe-friction-ring-12479,product,high,True,200,https://www.morfrac.com/shop/morfring-40-ptfe-friction-ring-12479,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-50-ptfe-friction-ring-12481,product,high,True,200,https://www.morfrac.com/shop/morfring-50-ptfe-friction-ring-12481,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-50xl-ptfe-friction-ring-12480,product,high,True,200,https://www.morfrac.com/shop/morfring-50xl-ptfe-friction-ring-12480,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-60-ptfe-friction-ring-12483,product,high,True,200,https://www.morfrac.com/shop/morfring-60-ptfe-friction-ring-12483,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-60xl-12828,product,high,True,200,https://www.morfrac.com/shop/morfring-60xl-12828,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-60xl-ptfe-friction-ring-12482,product,high,True,200,https://www.morfrac.com/shop/morfring-60xl-ptfe-friction-ring-12482,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-70-ptfe-friction-ring-12485,product,high,True,200,https://www.morfrac.com/shop/morfring-70-ptfe-friction-ring-12485,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/morfring-26/morfring-70xl-ptfe-friction-ring-12484,product,high,True,200,https://www.morfrac.com/shop/morfring-70xl-ptfe-friction-ring-12484,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-ring-20-15-stick-on-padeye-ring-12652,product,high,True,200,https://www.morfrac.com/shop/padeye-ring-20-15-stick-on-padeye-ring-12652,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-ring-20-20-stick-on-padeye-ring-12654,product,high,True,200,https://www.morfrac.com/shop/padeye-ring-20-20-stick-on-padeye-ring-12654,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-ring-20-30-stick-on-padeye-ring-12653,product,high,True,200,https://www.morfrac.com/shop/padeye-ring-20-30-stick-on-padeye-ring-12653,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-stick-20-stick-on-padeye-12650,product,high,True,200,https://www.morfrac.com/shop/padeye-stick-20-stick-on-padeye-12650,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-stick-40-stick-on-padeye-12651,product,high,True,200,https://www.morfrac.com/shop/padeye-stick-40-stick-on-padeye-12651,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-through-1-5t-through-deck-padeye-12640,product,high,True,200,https://www.morfrac.com/shop/padeye-through-1-5t-through-deck-padeye-12640,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-through-3t-through-deck-padeye-12649,product,high,True,200,https://www.morfrac.com/shop/padeye-through-3t-through-deck-padeye-12649,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/padeye-27/padeye-through-6t-through-deck-padeye-12655,product,high,True,200,https://www.morfrac.com/shop/padeye-through-6t-through-deck-padeye-12655,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/ti-shackle-24/powerfurl-six-ti-shackle-12541,product,high,True,200,https://www.morfrac.com/shop/powerfurl-six-ti-shackle-12541,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/ti-shackle-24/powerfurl-three-ti-shackle-12575,product,high,True,200,https://www.morfrac.com/shop/powerfurl-three-ti-shackle-12575,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/ti-shackle-24/powerfurl6-shackle10-12826,product,high,True,200,https://www.morfrac.com/shop/powerfurl6-shackle10-12826,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/ti-shackle-24/ti-shackle-grade5-titanium-shackle-12526,product,high,True,200,https://www.morfrac.com/shop/ti-shackle-grade5-titanium-shackle-12526,,canonical_mismatch
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-morfblock-ultra-38,product,high,True,200,https://www.morfrac.com/es/shop/category/morfblock-max-38,,canonical_mismatch; category_product_overlap; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-tdis-23,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-tdi-s-23,,canonical_mismatch; category_product_overlap; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-25-7-aluminium-12460,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-25-7-aluminium-12460,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-40-12-aluminium-12461,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-40-12-aluminium-12461,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-40-12-titanium-12462,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-40-12-titanium-12462,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-45-19-aluminium-12463,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-45-19-aluminium-12463,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-50-15-aluminium-12464,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-50-15-aluminium-12464,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-50-15-titanium-12465,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-50-15-titanium-12465,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-60-19-aluminium-12466,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-60-19-aluminium-12466,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-60-19-titanium-12646,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-60-19-titanium-12646,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-60-23-aluminium-12467,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-60-23-aluminium-12467,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-65-24-aluminium-12469,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-65-24-aluminium-12469,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-70-26-titanium-12673,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-70-26-titanium-12673,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-flat-faced-large-titanium-12821,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-flat-faced-large-titanium-12821,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-flat-faced-medium-titanium-12820,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-flat-faced-medium-titanium-12820,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/dogbone-25/dogbone-flat-faced-small-titanium-12819,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-flat-faced-small-titanium-12819,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-15-10pack-friction-ring-12898,product,high,True,200,https://www.morfrac.com/es/shop/morfring-15-10pack-friction-ring-12898,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-15-ptfe-friction-ring-12476,product,high,True,200,https://www.morfrac.com/es/shop/morfring-15-ptfe-friction-ring-12476,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-20-ptfe-friction-ring-12477,product,high,True,200,https://www.morfrac.com/es/shop/morfring-20-ptfe-friction-ring-12477,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-30-ptfe-friction-ring-12478,product,high,True,200,https://www.morfrac.com/es/shop/morfring-30-ptfe-friction-ring-12478,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-40-ptfe-friction-ring-12479,product,high,True,200,https://www.morfrac.com/es/shop/morfring-40-ptfe-friction-ring-12479,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-50-ptfe-friction-ring-12481,product,high,True,200,https://www.morfrac.com/es/shop/morfring-50-ptfe-friction-ring-12481,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-50xl-ptfe-friction-ring-12480,product,high,True,200,https://www.morfrac.com/es/shop/morfring-50xl-ptfe-friction-ring-12480,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-60-ptfe-friction-ring-12483,product,high,True,200,https://www.morfrac.com/es/shop/morfring-60-ptfe-friction-ring-12483,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-60xl-12828,product,high,True,200,https://www.morfrac.com/es/shop/morfring-60xl-12828,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-60xl-ptfe-friction-ring-12482,product,high,True,200,https://www.morfrac.com/es/shop/morfring-60xl-ptfe-friction-ring-12482,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-70-ptfe-friction-ring-12485,product,high,True,200,https://www.morfrac.com/es/shop/morfring-70-ptfe-friction-ring-12485,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfring-26/morfring-70xl-ptfe-friction-ring-12484,product,high,True,200,https://www.morfrac.com/es/shop/morfring-70xl-ptfe-friction-ring-12484,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-ring-20-15-stick-on-padeye-ring-12652,product,high,True,200,https://www.morfrac.com/es/shop/padeye-ring-20-15-stick-on-padeye-ring-12652,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-ring-20-20-stick-on-padeye-ring-12654,product,high,True,200,https://www.morfrac.com/es/shop/padeye-ring-20-20-stick-on-padeye-ring-12654,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-ring-20-30-stick-on-padeye-ring-12653,product,high,True,200,https://www.morfrac.com/es/shop/padeye-ring-20-30-stick-on-padeye-ring-12653,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-stick-20-stick-on-padeye-12650,product,high,True,200,https://www.morfrac.com/es/shop/padeye-stick-20-stick-on-padeye-12650,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-stick-40-stick-on-padeye-12651,product,high,True,200,https://www.morfrac.com/es/shop/padeye-stick-40-stick-on-padeye-12651,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-through-1-5t-through-deck-padeye-12640,product,high,True,200,https://www.morfrac.com/es/shop/padeye-through-1-5t-through-deck-padeye-12640,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-through-3t-through-deck-padeye-12649,product,high,True,200,https://www.morfrac.com/es/shop/padeye-through-3t-through-deck-padeye-12649,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/padeye-27/padeye-through-6t-through-deck-padeye-12655,product,high,True,200,https://www.morfrac.com/es/shop/padeye-through-6t-through-deck-padeye-12655,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-1/page/2,product,high,False,200,https://www.morfrac.com/es/shop/category/powerfurl-1/page/2,noindex,category_product_overlap; likely_low_value_indexable; multilingual_duplicate_candidate; noindex; pagination_indexation; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-1/page/3,product,high,False,200,https://www.morfrac.com/es/shop/category/powerfurl-1/page/3,noindex,category_product_overlap; likely_low_value_indexable; multilingual_duplicate_candidate; noindex; pagination_indexation; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-1/page/4,product,high,False,200,https://www.morfrac.com/es/shop/category/powerfurl-1/page/4,noindex,category_product_overlap; likely_low_value_indexable; multilingual_duplicate_candidate; noindex; pagination_indexation; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-1/page/5,product,high,False,200,https://www.morfrac.com/es/shop/category/powerfurl-1/page/5,noindex,category_product_overlap; likely_low_value_indexable; multilingual_duplicate_candidate; noindex; pagination_indexation; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-drum-bottom-furling-unit-12529,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-drum-bottom-furling-unit-12529,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-furling-kit-12530,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-furling-kit-12530,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-furling-kit-shackles-12531,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-furling-kit-shackles-12531,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-head-swivel-unit-12533,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-head-swivel-unit-12533,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-lashing-fitting-12524,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-lashing-fitting-12524,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-thimble-12528,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-thimble-12528,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-top-down-furling-kit-12825,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-top-down-furling-kit-12825,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-one-top-down-integrator-12534,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-one-top-down-integrator-12534,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-ten-continuous-line-furling-kit-12564,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-ten-continuous-line-furling-kit-12564,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-ten-drum-bottom-furling-unit-12560,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-ten-drum-bottom-furling-unit-12560,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-ten-fork-2-1-fitting-12562,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-ten-fork-2-1-fitting-12562,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-ten-fork-fitting-12561,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-ten-fork-fitting-12561,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-ten-head-swivel-unit-12566,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-ten-head-swivel-unit-12566,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-ten-tdis-top-down-integrators-12567,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-ten-tdis-top-down-integrators-12567,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/powerfurl-twelve-continuous-line-furling-kit-12596,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-twelve-continuous-line-furling-kit-12596,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/powerfurl-1/ti-shackle-grade5-titanium-shackle-12526,product,high,True,200,https://www.morfrac.com/es/shop/ti-shackle-grade5-titanium-shackle-12526,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/ti-shackle-24/powerfurl-six-ti-shackle-12541,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-six-ti-shackle-12541,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/ti-shackle-24/powerfurl-three-ti-shackle-12575,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-three-ti-shackle-12575,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/ti-shackle-24/powerfurl6-shackle10-12826,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl6-shackle10-12826,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/ti-shackle-24/ti-shackle-grade5-titanium-shackle-12526,product,high,True,200,https://www.morfrac.com/es/shop/ti-shackle-grade5-titanium-shackle-12526,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/dogbone-flat-faced-large-titanium-12821,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-flat-faced-large-titanium-12821,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/dogbone-flat-faced-medium-titanium-12820,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-flat-faced-medium-titanium-12820,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/dogbone-flat-faced-small-titanium-12819,product,high,True,200,https://www.morfrac.com/es/shop/dogbone-flat-faced-small-titanium-12819,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/morfblock-light-4-hl-12823,product,high,True,200,https://www.morfrac.com/es/shop/morfblock-light-4-hl-12823,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/morfring-60xl-12828,product,high,True,200,https://www.morfrac.com/es/shop/morfring-60xl-12828,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/powerfurl3-kit-mix-12818,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl3-kit-mix-12818,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/powerfurl3-thimble-12817,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl3-thimble-12817,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/powerfurl8-single-kit-12822,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl8-single-kit-12822,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/shackle-17-4ph-12827,product,high,True,200,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/outlet-36/torbol-3-8-torlon-balls-9-525-3-8-10-pack-12816,product,high,True,200,https://www.morfrac.com/es/shop/torbol-3-8-torlon-balls-9-525-3-8-10-pack-12816,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/shop/outlet-36/dogbone-flat-faced-large-titanium-12821,product,high,True,200,https://www.morfrac.com/shop/dogbone-flat-faced-large-titanium-12821,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/dogbone-flat-faced-medium-titanium-12820,product,high,True,200,https://www.morfrac.com/shop/dogbone-flat-faced-medium-titanium-12820,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/dogbone-flat-faced-small-titanium-12819,product,high,True,200,https://www.morfrac.com/shop/dogbone-flat-faced-small-titanium-12819,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/morfblock-light-4-hl-12823,product,high,True,200,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/morfring-60xl-12828,product,high,True,200,https://www.morfrac.com/shop/morfring-60xl-12828,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/powerfurl3-kit-mix-12818,product,high,True,200,https://www.morfrac.com/shop/powerfurl3-kit-mix-12818,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/powerfurl3-thimble-12817,product,high,True,200,https://www.morfrac.com/shop/powerfurl3-thimble-12817,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/powerfurl8-single-kit-12822,product,high,True,200,https://www.morfrac.com/shop/powerfurl8-single-kit-12822,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/shackle-17-4ph-12827,product,high,True,200,https://www.morfrac.com/shop/shackle-17-4ph-12827,,canonical_mismatch
CRITICAL,https://www.morfrac.com/shop/outlet-36/torbol-3-8-torlon-balls-9-525-3-8-10-pack-12816,product,high,True,200,https://www.morfrac.com/shop/torbol-3-8-torlon-balls-9-525-3-8-10-pack-12816,,canonical_mismatch
CRITICAL,https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,product,high,True,200,https://www.morfrac.com/es/shop/m-swivel-12663,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/custom-33/morfblcok-custom-runners-12664,product,high,True,200,https://www.morfrac.com/es/shop/morfblcok-custom-runners-12664,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/custom-33/morfblock-titanium-snatch-12666,product,high,True,200,https://www.morfrac.com/es/shop/morfblock-titanium-snatch-12666,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl-underdeck-custom-furling-system-12662,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/custom-33/powerfurl6-shackle10-12826,product,high,True,200,https://www.morfrac.com/es/shop/powerfurl6-shackle10-12826,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/custom-33/snatch-ring-12442,product,high,True,200,https://www.morfrac.com/es/shop/snatch-ring-12442,,canonical_mismatch; multilingual_duplicate_candidate
