authority_cluster,supporting_urls,total_impressions,total_clicks,avg_opportunity_score,page_types,intents,example_queries,example_pages,hub_strength
dogbone,2,629.0,5.0,95.38461538461539,landing,commercial,dog bone | dog bone rigging | dog bone shackle | dog bone soft shackle | dogbone | dogbone carriers | dogbone joint | dogbone rigging | dogbone shackle | dogbones,https://www.morfrac.com/dogbone | https://www.morfrac.com/es/dogbone,STRONG
shackle,2,50.0,5.0,67.5,landing | product,commercial,d shackle | d-shackle | titanium shackle | titanium shackles,https://www.morfrac.com/es/shop/shackle-17-4ph-12827 | https://www.morfrac.com/shackle,MEDIUM
mloop,1,32.0,0.0,90.0,product,commercial,m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,MEDIUM
padeye,1,7.0,0.0,105.0,landing,commercial,deck pad eye,https://www.morfrac.com/padeye,MEDIUM
