semantic_cluster_id,dominant_label,page_count,product_pages,category_pages,landing_pages,authority_content_pages,total_impressions,total_clicks,avg_seo_priority_score,cluster_health,top_terms,role_counts,label_counts,gap_type,gap_score,recommended_action
5,dogbone,20,20,0,0,0,0,0,0.0,PRODUCT_HEAVY_NO_PILLAR,"dogbone, length, morfrac dogbone, aluminium, 60mm, total length, total, length morfrac, morfrac, dogbone aluminium",{'product': 20},{'dogbone': 20},Missing technical authority content,155.0,Create technical guide content supporting the dogbone product family.
0,morfring,12,12,0,0,0,0,0,0.0,PRODUCT_HEAVY_NO_PILLAR,"friction, ptfe, ring, friction ring, morfring, aluminium friction, aluminium, groove, groove max, morfrac morfring",{'product': 12},{'morfring': 12},Missing technical authority content,151.0,Create technical guide content supporting the morfring product family.
1,powerfurl,44,44,0,0,0,0,0,0.0,FRAGMENTED_TOPIC,"powerfurl, furling, swl, 5t swl, 5t, kit, 10t, 10t swl, morfrac powerfurl, reliable",{'product': 44},"{'powerfurl': 41, 'shackle': 3}",Missing technical authority content,145.0,Create technical guide content supporting the powerfurl product family.
2,morfblock,30,30,0,0,0,0,0,0.0,FRAGMENTED_TOPIC,"morfblock light, light, lightweight sailing, sailing block, block, sailing, morfblock, swl, lightweight, high",{'product': 30},{'morfblock': 30},Missing technical authority content,145.0,Create technical guide content supporting the morfblock product family.
6,morfblock,22,22,0,0,0,0,0,0.0,FRAGMENTED_TOPIC,"xl, sailing block, morfblock xl, block, xl sailing, morfblock, wood, sailing, swl, high load",{'product': 22},{'morfblock': 22},Missing technical authority content,145.0,Create technical guide content supporting the morfblock product family.
10,dogbone,8,8,0,0,0,0,0,0.0,PRODUCT_HEAVY_NO_PILLAR,"rope reeler, reeler, mreel, dogbone, mreel rope, rope, length, morfrac dogbone, reeler morfrac, morfrac mreel",{'product': 8},"{'dogbone': 4, 'mreel': 4}",Missing category support,74.0,Create or improve category structure for dogbone pages.
7,dogbone,6,6,0,0,0,0,0,0.0,PRODUCT_HEAVY_NO_PILLAR,"faced, flat, flat faced, faced titanium, dogbone flat, dogbone, morfrac dogbone, titanium, titanium morfrac, titanium dogbone",{'product': 6},{'dogbone': 6},Missing category support,68.0,Create or improve category structure for dogbone pages.
9,morfblock,8,6,2,0,0,0,0,0.0,OK,"morfblock max, max, morfblock, sailing, efficiency, sailing block, maximum reliability, block, efficiency sailing, max lightweight","{'product': 6, 'category': 2}",{'morfblock': 8},No major gap,18.0,Monitor; no immediate content gap detected.
