query,page,clicks,impressions,ctr_percent,position,query_type
dog bones,https://www.morfrac.com/es/dogbone,0.0,2.0,0.0,5.5,Non-branded
dogbone carriers,https://www.morfrac.com/dogbone,0.0,16.0,0.0,13.06,Non-branded
dogbone connection,https://www.morfrac.com/dogbone,0.0,1.0,0.0,1.0,Non-branded
dogbone corner,https://www.morfrac.com/dogbone,0.0,1.0,0.0,53.0,Non-branded
dogbone corners,https://www.morfrac.com/dogbone,0.0,1.0,0.0,62.0,Non-branded
dogbone joint,https://www.morfrac.com/dogbone,0.0,59.0,0.0,43.27,Non-branded
dogbone sailing,https://www.morfrac.com/dogbone,0.0,10.0,0.0,6.1,Non-branded
dogbone shackle,https://www.morfrac.com/dogbone,0.0,6.0,0.0,5.67,Non-branded
dognbone,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,6.0,Non-branded
exact print,https://www.morfrac.com/morfwing,0.0,1.0,0.0,10.0,Non-branded
farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,4.0,0.0,19.75,Non-branded
farr x2,https://www.morfrac.com/es/blog/blog-1/farr-x2-5,0.0,1.0,0.0,20.0,Non-branded
farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,7.0,0.0,10.71,Non-branded
foto,https://www.morfrac.com/padeye,0.0,1.0,0.0,1.0,Non-branded
francespar,https://www.morfrac.com/,0.0,1.0,0.0,41.0,Non-branded
give me more info about him,https://www.morfrac.com/,0.0,1.0,0.0,4.0,Non-branded
ini namanya apa,https://www.morfrac.com/shackle,0.0,1.0,0.0,13.0,Non-branded
is there nothing better,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,1.0,0.0,1.0,Non-branded
lashing kit,https://www.morfrac.com/es/shop/powerfurl-three-furling-kit-lashing-12590,0.0,1.0,0.0,1.0,Non-branded
m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,24.0,0.0,9.21,Non-branded
m!loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,10.0,Non-branded
m-loop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,2.0,0.0,8.5,Non-branded
mafra nautica,https://www.morfrac.com/,0.0,1.0,0.0,90.0,Non-branded
mafram,https://www.morfrac.com/es,0.0,1.0,0.0,28.0,Non-branded
mapfrac,https://www.morfrac.com/,0.0,1.0,0.0,38.0,Non-branded
maurflex,https://www.morfrac.com/es/contactus,0.0,2.0,0.0,54.0,Non-branded
mloop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,34.0,0.0,7.26,Non-branded
mloop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,116.0,0.0,6.94,Non-branded
mor far,https://www.morfrac.com/morfblock,0.0,2.0,0.0,42.5,Non-branded
mor-flock proveedor,https://www.morfrac.com/es/about,0.0,1.0,0.0,15.0,Non-branded
morbank,https://www.morfrac.com/morfblock,0.0,1.0,0.0,83.0,Non-branded
morblock,https://www.morfrac.com/morfblock,0.0,1.0,0.0,2.0,Non-branded
more loop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,11.0,Non-branded
morecrafts,https://www.morfrac.com/,0.0,4.0,0.0,19.5,Non-branded
morecrafts,https://www.morfrac.com/about,0.0,2.0,0.0,57.5,Non-branded
morefar,https://www.morfrac.com/,0.0,1.0,0.0,56.0,Non-branded
morefar,https://www.morfrac.com/shop,0.0,1.0,0.0,75.0,Non-branded
moregrip,https://www.morfrac.com/,0.0,3.0,0.0,30.67,Non-branded
morelock on line,https://www.morfrac.com/shop,0.0,4.0,0.0,82.75,Non-branded
morf block,https://www.morfrac.com/,0.0,28.0,0.0,27.79,Branded
morf block,https://www.morfrac.com/about,0.0,26.0,0.0,59.92,Branded
morf block,https://www.morfrac.com/blog,0.0,24.0,0.0,66.17,Branded
morf block,https://www.morfrac.com/blog/stories-4/3d-printed-molds-10,0.0,19.0,0.0,69.32,Branded
morf block,https://www.morfrac.com/contactus,0.0,26.0,0.0,44.5,Branded
morf block,https://www.morfrac.com/custom,0.0,32.0,0.0,6.47,Branded
morf block,https://www.morfrac.com/morfblock,0.0,32.0,0.0,1.0,Branded
morf block,https://www.morfrac.com/morfring,0.0,19.0,0.0,55.0,Branded
morf block,https://www.morfrac.com/partner,0.0,15.0,0.0,72.67,Branded
