query,page,clicks,impressions,ctr_percent,position,query_type
| morfrac,https://www.morfrac.com/,7.0,46.0,15.22,1.02,Branded
morfrac,https://www.morfrac.com/es,5.0,10.0,50.0,1.0,Branded
dog bone rigging,https://www.morfrac.com/dogbone,2.0,16.0,12.5,4.81,Non-branded
morfblock,https://www.morfrac.com/morfblock,2.0,25.0,8.0,3.2,Branded
dogbone,https://www.morfrac.com/dogbone,1.0,110.0,0.91,7.5,Non-branded
dogbone,https://www.morfrac.com/es/dogbone,1.0,104.0,0.96,6.47,Non-branded
dogbones,https://www.morfrac.com/es/dogbone,1.0,26.0,3.85,3.15,Non-branded
morfrac,https://www.morfrac.com/morfblock,1.0,42.0,2.38,1.24,Branded
morfrac,https://www.morfrac.com/powerfurl,1.0,43.0,2.33,1.0,Branded
morfrac systems,https://www.morfrac.com/,1.0,36.0,2.78,2.39,Branded
mreel,https://www.morfrac.com/shop/mreel-three-rope-reeler-12628,1.0,69.0,1.45,3.54,Branded
soft padeye,https://www.morfrac.com/padeye,1.0,8.0,12.5,10.25,Non-branded
titanium shackle,https://www.morfrac.com/shackle,1.0,15.0,6.67,7.33,Non-branded
trouver meilleur prix,https://www.morfrac.com/shop,1.0,1.0,100.0,3.0,Non-branded
1.5t shackle,https://www.morfrac.com/shop/ti-shackle-grade5-titanium-shackle-12526,0.0,2.0,0.0,13.5,Non-branded
2100kg,https://www.morfrac.com/es/shop/morfblock-light-05-performance-sailing-block-12342,0.0,1.0,0.0,11.0,Non-branded
60-23,https://www.morfrac.com/shop/dogbone-60-23-aluminium-12467,0.0,1.0,0.0,3.0,Non-branded
60xl,https://www.morfrac.com/shop/morfring-60xl-12828,0.0,1.0,0.0,30.0,Non-branded
70xl,https://www.morfrac.com/shop/morfring-70xl-ptfe-friction-ring-12484,0.0,7.0,0.0,13.57,Non-branded
70xlld,https://www.morfrac.com/shop/morfring-70xl-ptfe-friction-ring-12484,0.0,1.0,0.0,10.0,Non-branded
almacenadores,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-tambor-30,0.0,1.0,0.0,1.0,Non-branded
aluminio titanio,https://www.morfrac.com/es/blog/historias-4/aluminio-titanio-o-acero-inoxidable-39,0.0,1.0,0.0,9.0,Non-branded
aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,9.0,0.0,3.44,Non-branded
aluminium vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,2.0,0.0,10.0,Non-branded
aluminum vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,2.0,0.0,8.5,Non-branded
aluminum vs steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,2.0,0.0,9.5,Non-branded
aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,10.0,0.0,4.5,Non-branded
camfrac,https://www.morfrac.com/,0.0,1.0,0.0,42.0,Non-branded
comparison of stainless steel vs. titanium hardware for boats?,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,0.0,4.0,0.0,4.75,Non-branded
comprar mor-flock,https://www.morfrac.com/es,0.0,1.0,0.0,48.0,Non-branded
conurban marine,https://www.morfrac.com/partner,0.0,6.0,0.0,8.83,Non-branded
custom efl frames,https://www.morfrac.com/custom,0.0,4.0,0.0,52.0,Non-branded
custom shackles,https://www.morfrac.com/shackle,0.0,13.0,0.0,10.54,Non-branded
d shackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,21.0,0.0,16.1,Non-branded
d-shackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,17.0,0.0,16.47,Non-branded
deck pad eye,https://www.morfrac.com/padeye,0.0,20.0,0.0,4.05,Non-branded
deck pad eyes,https://www.morfrac.com/padeye,0.0,1.0,0.0,12.0,Non-branded
distribuidor mor-flock,https://www.morfrac.com/es/about,0.0,2.0,0.0,24.5,Non-branded
dog bone,https://www.morfrac.com/es/dogbone,0.0,2.0,0.0,6.5,Non-branded
dog bone construction,https://www.morfrac.com/dogbone,0.0,1.0,0.0,1.0,Non-branded
dog bone corners,https://www.morfrac.com/dogbone,0.0,1.0,0.0,64.0,Non-branded
dog bone coupler,https://www.morfrac.com/dogbone,0.0,1.0,0.0,35.0,Non-branded
dog bone hardware,https://www.morfrac.com/dogbone,0.0,1.0,0.0,11.0,Non-branded
dog bone material,https://www.morfrac.com/dogbone,0.0,1.0,0.0,1.0,Non-branded
dog bone sailing,https://www.morfrac.com/dogbone,0.0,3.0,0.0,9.67,Non-branded
dog bone shackle,https://www.morfrac.com/dogbone,0.0,7.0,0.0,7.0,Non-branded
dog bone shackles,https://www.morfrac.com/dogbone,0.0,1.0,0.0,9.0,Non-branded
dog bone soft shackle,https://www.morfrac.com/dogbone,0.0,6.0,0.0,9.17,Non-branded
dog bone steel,https://www.morfrac.com/dogbone,0.0,5.0,0.0,8.2,Non-branded
dogbone carriers,https://www.morfrac.com/dogbone,0.0,17.0,0.0,13.18,Non-branded
dogbone connection,https://www.morfrac.com/dogbone,0.0,2.0,0.0,1.0,Non-branded
dogbone corner,https://www.morfrac.com/dogbone,0.0,1.0,0.0,53.0,Non-branded
dogbone corners,https://www.morfrac.com/dogbone,0.0,1.0,0.0,62.0,Non-branded
dogbone joint,https://www.morfrac.com/dogbone,0.0,61.0,0.0,42.7,Non-branded
dogbone sailing,https://www.morfrac.com/dogbone,0.0,9.0,0.0,7.44,Non-branded
dogbone sailing,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,20.0,Non-branded
dogbone shackle,https://www.morfrac.com/dogbone,0.0,6.0,0.0,6.33,Non-branded
