url_a,role_a,label_a,cluster_a,url_b,role_b,label_b,cluster_b,similarity_score,same_family,risk_type
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlthree-15,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/custom-33/morfblcok-custom-runners-12664,product,morfblock,0,https://www.morfrac.com/es/shop/morfblock-morfblockxl-21/morfblcok-custom-runners-12664,product,morfblock,0,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlten-14,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlten-14,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlsix-13,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlsix-13,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlsix-13,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlsix-13,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlsix-13,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-top-down-furling-kit-12825,product,powerfurl,6,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-top-down-furling-kit-12825,product,powerfurl,6,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-top-down-furling-kit-12825,product,powerfurl,6,https://www.morfrac.com/shop/powerfurl-one-top-down-furling-kit-12825,product,powerfurl,6,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlfour-11,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlone-12,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlsix-13,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlone-12,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurleight-10,category,powerfurl,10,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurlfour-11,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/ti-shackle-24/ti-shackle-grade5-titanium-shackle-12526,product,shackle,9,https://www.morfrac.com/shop/ti-shackle-grade5-titanium-shackle-12526,product,shackle,9,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/ti-shackle-24/powerfurl6-shackle10-12826,product,shackle,9,https://www.morfrac.com/es/shop/custom-33/powerfurl6-shackle10-12826,product,shackle,9,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-ten-tdis-top-down-integrators-12567,product,powerfurl,2,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-ten-tdis-top-down-integrators-12567,product,powerfurl,2,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-ten-head-swivel-unit-12566,product,powerfurl,6,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-ten-head-swivel-unit-12566,product,powerfurl,6,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurltwelve-16,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlthree-15,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,category,powerfurl,10,https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,category,powerfurl,10,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-ten-fork-fitting-12561,product,powerfurl,2,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-ten-fork-fitting-12561,product,powerfurl,2,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-ten-fork-2-1-fitting-12562,product,powerfurl,2,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-ten-fork-2-1-fitting-12562,product,powerfurl,2,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-ten-drum-bottom-furling-unit-12560,product,powerfurl,2,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-ten-drum-bottom-furling-unit-12560,product,powerfurl,2,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-ten-continuous-line-furling-kit-12564,product,powerfurl,2,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-ten-continuous-line-furling-kit-12564,product,powerfurl,2,1.0,False,possible_cannibalization
https://www.morfrac.com/shop/powerfurl-one-top-down-integrator-12534,product,powerfurl,6,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-top-down-integrator-12534,product,powerfurl,6,1.0,False,possible_cannibalization
